ESTADO ;CIDADE;Letra;;
Minas Gerais;São Geraldo do Baixio;S;;
Minas Gerais;São Gonçalo do Abaeté;S;;
Minas Gerais;São Gonçalo do Pará;S;;
Minas Gerais;São Gonçalo do Rio Abaixo;S;;
Minas Gerais;São Gonçalo do Rio Preto;S;;
Minas Gerais;São Gonçalo do Sapucaí;S;;
Minas Gerais;São Gotardo;S;;
Minas Gerais;São João Batista do Glória;S;;
Minas Gerais;São João da Lagoa;S;;
Minas Gerais;São João da Mata;S;;
Minas Gerais;São João da Ponte;S;;
Minas Gerais;São João das Missões;S;;
Minas Gerais;São João del-Rei;S;;
Minas Gerais;São João do Manhuaçu;S;;
Minas Gerais;São João do Manteninha;S;;
Minas Gerais;São João do Oriente;S;;
Minas Gerais;São João do Pacuí;S;;
Minas Gerais;São João do Paraíso;S;;
Minas Gerais;São João Evangelista;S;;
Minas Gerais;São João Nepomuceno;S;;
Minas Gerais;São Joaquim de Bicas;S;;
Minas Gerais;São José da Barra;S;;
Minas Gerais;São José da Lapa;S;;
Minas Gerais;São José da Safira;S;;
Minas Gerais;São José da Varginha;S;;
Minas Gerais;São José do Alegre;S;;
Minas Gerais;São José do Divino;S;;
Minas Gerais;São José do Goiabal;S;;
Minas Gerais;São José do Jacuri;S;;
Minas Gerais;São José do Mantimento;S;;
Minas Gerais;São Lourenço;S;;
Minas Gerais;São Miguel do Anta;S;;
Minas Gerais;São Pedro da União;S;;
Minas Gerais;São Pedro do Suaçuí;S;;
Minas Gerais;São Pedro dos Ferros;S;;
Minas Gerais;São Romão;S;;
Minas Gerais;São Roque de Minas;S;;
Minas Gerais;São Sebastião da Bela Vista;S;;
Minas Gerais;São Sebastião da Vargem Alegre;S;;
Minas Gerais;São Sebastião do Anta;S;;
Minas Gerais;São Sebastião do Maranhão;S;;
Minas Gerais;São Sebastião do Oeste;S;;
Minas Gerais;São Sebastião do Paraíso;S;;
Minas Gerais;São Sebastião do Rio Preto;S;;
Minas Gerais;São Sebastião do Rio Verde;S;;
Minas Gerais;São Tiago;S;;
Minas Gerais;São Tomás de Aquino;S;;
Minas Gerais;São Tomé das Letras;S;;
Minas Gerais;São Vicente de Minas;S;;
Minas Gerais;Sapucaí-Mirim;S;;
Minas Gerais;Sardoá;S;;
Minas Gerais;Sarzedo;S;;
Minas Gerais;Sem-Peixe;S;;
Minas Gerais;Senador Amaral;S;;
Minas Gerais;Senador Cortes;S;;
Minas Gerais;Senador Firmino;S;;
Minas Gerais;Senador José Bento;S;;
Minas Gerais;Senador Modestino Gonçalves;S;;
Minas Gerais;Senhora de Oliveira;S;;
Minas Gerais;Senhora do Porto;S;;
Minas Gerais;Senhora dos Remédios;S;;
Minas Gerais;Sericita;S;;
Minas Gerais;Seritinga;S;;
Minas Gerais;Serra Azul de Minas;S;;
Minas Gerais;Serra da Saudade;S;;
Minas Gerais;Serra do Salitre;S;;
Minas Gerais;Serra dos Aimorés;S;;
Minas Gerais;Serrania;S;;
Minas Gerais;Serranópolis de Minas;S;;
Minas Gerais;Serranos;S;;
Minas Gerais;Serro;S;;
Minas Gerais;Sete Lagoas;S;;
Minas Gerais;Setubinha;S;;
Minas Gerais;Silveirânia;S;;
Minas Gerais;Silvianópolis;S;;
Minas Gerais;Simão Pereira;S;;
Minas Gerais;Simonésia;S;;
Minas Gerais;Sobrália;S;;
Minas Gerais;Soledade de Minas;S;;
Minas Gerais;Tabuleiro;T;;
Minas Gerais;Taiobeiras;T;;
Minas Gerais;Taparuba;T;;
Minas Gerais;Tapira;T;;
Minas Gerais;Tapiraí;T;;
Minas Gerais;Taquaraçu de Minas;T;;
Minas Gerais;Tarumirim;T;;
Minas Gerais;Teixeiras;T;;
Minas Gerais;Teófilo Otoni;T;;
Minas Gerais;Timóteo;T;;
Minas Gerais;Tiradentes;T;;
Minas Gerais;Tiros;T;;
Minas Gerais;Tocantins;T;;
Minas Gerais;Tocos do Moji;T;;
Minas Gerais;Toledo;T;;
Minas Gerais;Tombos;T;;
Minas Gerais;Três Corações;T;;
Minas Gerais;Três Marias;T;;
Minas Gerais;Três Pontas;T;;
Minas Gerais;Tumiritinga;T;;
Minas Gerais;Tupaciguara;T;;
Minas Gerais;Turmalina;T;;
Minas Gerais;Turvolândia;T;;
Minas Gerais;Ubá;U;;
Minas Gerais;Ubaí;U;;
Minas Gerais;Ubaporanga;U;;
Minas Gerais;Uberaba;U;;
Minas Gerais;Uberlândia;U;;
Minas Gerais;Umburatiba;U;;
Minas Gerais;Unaí;U;;
Minas Gerais;União de Minas;U;;
Minas Gerais;Uruana de Minas;U;;
Minas Gerais;Urucânia;U;;
Minas Gerais;Urucuia;U;;
Minas Gerais;Vargem Alegre;V;;
Minas Gerais;Vargem Bonita;V;;
Minas Gerais;Vargem Grande do Rio Pardo;V;;
Minas Gerais;Varginha;V;;
Minas Gerais;Varjão de Minas;V;;
Minas Gerais;Várzea da Palma;V;;
Minas Gerais;Varzelândia;V;;
Minas Gerais;Vazante;V;;
Minas Gerais;Verdelândia;V;;
Minas Gerais;Veredinha;V;;
Minas Gerais;Veríssimo;V;;
Minas Gerais;Vermelho Novo;V;;
Minas Gerais;Vespasiano;V;;
Minas Gerais;Viçosa;V;;
Minas Gerais;Vieiras;V;;
Minas Gerais;Virgem da Lapa;V;;
Minas Gerais;Virgínia;V;;
Minas Gerais;Virginópolis;V;;
Minas Gerais;Virgolândia;V;;
Minas Gerais;Visconde do Rio Branco;V;;
Minas Gerais;Volta Grande;V;;
Minas Gerais;Wenceslau Braz;W;;
Pará;Abaetetuba;A;;
Pará;Abel Figueiredo;A;;
Pará;Acará;A;;
Pará;Afuá;A;;
Pará;Água Azul do Norte;A;;
Pará;Alenquer;A;;
Pará;Almeirim;A;;
Pará;Altamira;A;;
Pará;Anajás;A;;
Pará;Ananindeua;A;;
Pará;Anapu;A;;
Pará;Augusto Corrêa;A;;
Pará;Aurora do Pará;A;;
Pará;Aveiro;A;;
Pará;Bagre;B;;
Pará;Baião;B;;
Pará;Bannach;B;;
Pará;Barcarena;B;;
Pará;Belém;B;;
Pará;Belterra;B;;
Pará;Benevides;B;;
Pará;Bom Jesus do Tocantins;B;;
Pará;Bonito;B;;
Pará;Bragança;B;;
Pará;Brasil Novo;B;;
Pará;Brejo Grande do Araguaia;B;;
Pará;Breu Branco;B;;
Pará;Breves;B;;
Pará;Bujaru;B;;
Pará;Cachoeira do Arari;C;;
Pará;Cachoeira do Piriá;C;;
Pará;Cametá;C;;
Pará;Canaã dos Carajás;C;;
Pará;Capanema;C;;
Pará;Capitão Poço;C;;
Pará;Castanhal;C;;
Pará;Chaves;C;;
Pará;Colares;C;;
Pará;Conceição do Araguaia;C;;
Pará;Concórdia do Pará;C;;
Pará;Cumaru do Norte;C;;
Pará;Curionópolis;C;;
Pará;Curralinho;C;;
Pará;Curuá;C;;
Pará;Curuçá;C;;
Pará;Dom Eliseu;D;;
Pará;Eldorado do Carajás;E;;
Pará;Faro;F;;
Pará;Floresta do Araguaia;F;;
Pará;Garrafão do Norte;G;;
Pará;Goianésia do Pará;G;;
Pará;Gurupá;G;;
Pará;Igarapé-Açu;I;;
Pará;Igarapé-Miri;I;;
Pará;Inhangapi;I;;
Pará;Ipixuna do Pará;I;;
Pará;Irituia;I;;
Pará;Itaituba;I;;
Pará;Itupiranga;I;;
Pará;Jacareacanga;J;;
Pará;Jacundá;J;;
Pará;Juruti;J;;
Pará;Limoeiro do Ajuru;L;;
Pará;Mãe do Rio;M;;
Pará;Magalhães Barata;M;;
Pará;Marabá;M;;
Pará;Maracanã;M;;
Pará;Marapanim;M;;
Pará;Marituba;M;;
Pará;Medicilândia;M;;
Pará;Melgaço;M;;
Pará;Mocajuba;M;;
Pará;Moju;M;;
Pará;Mojuí dos Campos;M;;
Pará;Monte Alegre;M;;
Pará;Muaná;M;;
Pará;Nova Esperança do Piriá;N;;
Pará;Nova Ipixuna;N;;
Pará;Nova Timboteua;N;;
Pará;Novo Progresso;N;;
Pará;Novo Repartimento;N;;
Pará;Óbidos;O;;
Pará;Oeiras do Pará;O;;
Pará;Oriximiná;O;;
Pará;Ourém;O;;
Pará;Ourilândia do Norte;O;;
Pará;Pacajá;P;;
Pará;Palestina do Pará;P;;
Pará;Paragominas;P;;
Pará;Parauapebas;P;;
Pará;Pau-d'Arco;P;;
Pará;Peixe-Boi;P;;
Pará;Piçarra;P;;
Pará;Placas;P;;
Pará;Ponta de Pedras;P;;
Pará;Portel;P;;
Pará;Porto de Moz;P;;
Pará;Prainha;P;;
Pará;Primavera;P;;
Pará;Quatipuru;Q;;
Pará;Redenção;R;;
Pará;Rio Maria;R;;
Pará;Rondon do Pará;R;;
Pará;Rurópolis;R;;
Pará;Salinópolis;S;;
Pará;Salvaterra;S;;
Pará;Santa Bárbara do Pará;S;;
Pará;Santa Cruz do Arari;S;;
Pará;Santa Izabel do Pará;S;;
Pará;Santa Luzia do Pará;S;;
Pará;Santa Maria das Barreiras;S;;
Pará;Santa Maria do Pará;S;;
Pará;Santana do Araguaia;S;;
Pará;Santarém;S;;
Pará;Santarém Novo;S;;
Pará;Santo Antônio do Tauá;S;;
Pará;São Caetano de Odivelas;S;;
Pará;São Domingos do Araguaia;S;;
Pará;São Domingos do Capim;S;;
Pará;São Félix do Xingu;S;;
Pará;São Francisco do Pará;S;;
Pará;São Geraldo do Araguaia;S;;
Pará;São João da Ponta;S;;
Pará;São João de Pirabas;S;;
Pará;São João do Araguaia;S;;
Pará;São Miguel do Guamá;S;;
Pará;São Sebastião da Boa Vista;S;;
Pará;Sapucaia;S;;
Pará;Senador José Porfírio;S;;
Pará;Soure;S;;
Pará;Tailândia;T;;
Pará;Terra Alta;T;;
Pará;Terra Santa;T;;
Pará;Tomé-Açu;T;;
Pará;Tracuateua;T;;
Pará;Trairão;T;;
Pará;Tucumã;T;;
Pará;Tucuruí;T;;
Pará;Ulianópolis;U;;
Pará;Uruará;U;;
Pará;Vigia;V;;
Pará;Viseu;V;;
Pará;Vitória do Xingu;V;;
Pará;Xinguara;X;;
Paraíba;Água Branca;A;;
Paraíba;Aguiar;A;;
Paraíba;Alagoa Grande;A;;
Paraíba;Alagoa Nova;A;;
Paraíba;Alagoinha;A;;
Paraíba;Alcantil;A;;
Paraíba;Algodão de Jandaíra;A;;
Paraíba;Alhandra;A;;
Paraíba;Amparo;A;;
Paraíba;Aparecida;A;;
Paraíba;Araçagi;A;;
Paraíba;Arara;A;;
Paraíba;Araruna;A;;
Paraíba;Areia;A;;
Paraíba;Areia de Baraúnas;A;;
Paraíba;Areial;A;;
Paraíba;Aroeiras;A;;
Paraíba;Assunção;A;;
Paraíba;Baía da Traição;B;;
Paraíba;Bananeiras;B;;
Paraíba;Baraúna;B;;
Paraíba;Barra de Santa Rosa;B;;
Paraíba;Barra de Santana;B;;
Paraíba;Barra de São Miguel;B;;
Paraíba;Bayeux;B;;
Paraíba;Belém;B;;
Paraíba;Belém do Brejo do Cruz;B;;
Paraíba;Bernardino Batista;B;;
Paraíba;Boa Ventura;B;;
Paraíba;Boa Vista;B;;
Paraíba;Bom Jesus;B;;
Paraíba;Bom Sucesso;B;;
Paraíba;Bonito de Santa Fé;B;;
Paraíba;Boqueirão;B;;
Paraíba;Borborema;B;;
Paraíba;Brejo do Cruz;B;;
Paraíba;Brejo dos Santos;B;;
Paraíba;Caaporã;C;;
Paraíba;Cabaceiras;C;;
Paraíba;Cabedelo;C;;
Paraíba;Cachoeira dos Índios;C;;
Paraíba;Cacimba de Areia;C;;
Paraíba;Cacimba de Dentro;C;;
Paraíba;Cacimbas;C;;
Paraíba;Caiçara;C;;
Paraíba;Cajazeiras;C;;
Paraíba;Cajazeirinhas;C;;
Paraíba;Caldas Brandão;C;;
Paraíba;Camalaú;C;;
Paraíba;Campina Grande;C;;
Paraíba;Capim;C;;
Paraíba;Caraúbas;C;;
Paraíba;Carrapateira;C;;
Paraíba;Casserengue;C;;
Paraíba;Catingueira;C;;
Paraíba;Catolé do Rocha;C;;
Paraíba;Caturité;C;;
Paraíba;Conceição;C;;
Paraíba;Condado;C;;
Paraíba;Conde;C;;
Paraíba;Congo;C;;
Paraíba;Coremas;C;;
Paraíba;Coxixola;C;;
Paraíba;Cruz do Espírito Santo;C;;
Paraíba;Cubati;C;;
Paraíba;Cuité;C;;
Paraíba;Cuité de Mamanguape;C;;
Paraíba;Cuitegi;C;;
Paraíba;Curral de Cima;C;;
Paraíba;Curral Velho;C;;
Paraíba;Damião;D;;
Paraíba;Desterro;D;;
Paraíba;Diamante;D;;
Paraíba;Dona Inês;D;;
Paraíba;Duas Estradas;D;;
Paraíba;Emas;E;;
Paraíba;Esperança;E;;
Paraíba;Fagundes;F;;
Paraíba;Frei Martinho;F;;
Paraíba;Gado Bravo;G;;
Paraíba;Guarabira;G;;
Paraíba;Gurinhém;G;;
Paraíba;Gurjão;G;;
Paraíba;Ibiara;I;;
Paraíba;Igaracy;I;;
Paraíba;Imaculada;I;;
Paraíba;Ingá;I;;
Paraíba;Itabaiana;I;;
Paraíba;Itaporanga;I;;
Paraíba;Itapororoca;I;;
Paraíba;Itatuba;I;;
Paraíba;Jacaraú;J;;
Paraíba;Jericó;J;;
Paraíba;João Pessoa;J;;
Paraíba;Joca Claudino (ex-Santarém);J;;
Paraíba;Juarez Távora;J;;
Paraíba;Juazeirinho;J;;
Paraíba;Junco do Seridó;J;;
Paraíba;Juripiranga;J;;
Paraíba;Juru;J;;
Paraíba;Lagoa;L;;
Paraíba;Lagoa de Dentro;L;;
Paraíba;Lagoa Seca;L;;
Paraíba;Lastro;L;;
Paraíba;Livramento;L;;
Paraíba;Logradouro;L;;
Paraíba;Lucena;L;;
Paraíba;Mãe d'Água;M;;
Paraíba;Malta;M;;
Paraíba;Mamanguape;M;;
Paraíba;Manaíra;M;;
Paraíba;Marcação;M;;
Paraíba;Mari;M;;
Paraíba;Marizópolis;M;;
Paraíba;Massaranduba;M;;
Paraíba;Mataraca;M;;
Paraíba;Matinhas;M;;
Paraíba;Mato Grosso;M;;
Paraíba;Matureia;M;;
Paraíba;Mogeiro;M;;
Paraíba;Montadas;M;;
Paraíba;Monte Horebe;M;;
Paraíba;Monteiro;M;;
Paraíba;Mulungu;M;;
Paraíba;Natuba;N;;
Paraíba;Nazarezinho;N;;
Paraíba;Nova Floresta;N;;
Paraíba;Nova Olinda;N;;
Paraíba;Nova Palmeira;N;;
Paraíba;Olho d'Água;O;;
Paraíba;Olivedos;O;;
Paraíba;Ouro Velho;O;;
Paraíba;Parari;P;;
Paraíba;Passagem;P;;
Paraíba;Patos;P;;
Paraíba;Paulista;P;;
Paraíba;Pedra Branca;P;;
Paraíba;Pedra Lavrada;P;;
Paraíba;Pedras de Fogo;P;;
Paraíba;Pedro Régis;P;;
Paraíba;Piancó;P;;
Paraíba;Picuí;P;;
Paraíba;Pilar;P;;
Paraíba;Pilões;P;;
Paraíba;Pilõezinhos;P;;
Paraíba;Pirpirituba;P;;
Paraíba;Pitimbu;P;;
Paraíba;Pocinhos;P;;
Paraíba;Poço Dantas;P;;
Paraíba;Poço de José de Moura;P;;
Paraíba;Pombal;P;;
Paraíba;Prata;P;;
Paraíba;Princesa Isabel;P;;
Paraíba;Puxinanã;P;;
Paraíba;Queimadas;Q;;
Paraíba;Quixaba;Q;;
Paraíba;Remígio;R;;
Paraíba;Riachão;R;;
Paraíba;Riachão do Bacamarte;R;;
Paraíba;Riachão do Poço;R;;
Paraíba;Riacho de Santo Antônio;R;;
Paraíba;Riacho dos Cavalos;R;;
Paraíba;Rio Tinto;R;;
Paraíba;Salgadinho;S;;
Paraíba;Salgado de São Félix;S;;
Paraíba;Santa Cecília;S;;
Paraíba;Santa Cruz;S;;
Paraíba;Santa Helena;S;;
Paraíba;Santa Inês;S;;
Paraíba;Santa Luzia;S;;
Paraíba;Santa Rita;S;;
Paraíba;Santa Terezinha;S;;
Paraíba;Santana de Mangueira;S;;
Paraíba;Santana dos Garrotes;S;;
Paraíba;Santo André;S;;
Paraíba;São Bentinho;S;;
Paraíba;São Bento;S;;
Paraíba;São Domingos;S;;
Paraíba;São Domingos do Cariri;S;;
Paraíba;São Francisco;S;;
Paraíba;São João do Cariri;S;;
Paraíba;São João do Rio do Peixe;S;;
Paraíba;São João do Tigre;S;;
Paraíba;São José da Lagoa Tapada;S;;
Paraíba;São José de Caiana;S;;
Paraíba;São José de Espinharas;S;;
Paraíba;São José de Piranhas;S;;
Paraíba;São José de Princesa;S;;
Paraíba;São José do Bonfim;S;;
Paraíba;São José do Brejo do Cruz;S;;
Paraíba;São José do Sabugi;S;;
Paraíba;São José dos Cordeiros;S;;
Paraíba;São José dos Ramos;S;;
Paraíba;São Mamede;S;;
Paraíba;São Miguel de Taipu;S;;
Paraíba;São Sebastião de Lagoa de Roça;S;;
Paraíba;São Sebastião do Umbuzeiro;S;;
Paraíba;São Vicente do Seridó;S;;
Paraíba;Sapé;S;;
Paraíba;Serra Branca;S;;
Paraíba;Serra da Raiz;S;;
Paraíba;Serra Grande;S;;
Paraíba;Serra Redonda;S;;
Paraíba;Serraria;S;;
Paraíba;Sertãozinho;S;;
Paraíba;Sobrado;S;;
Paraíba;Solânea;S;;
Paraíba;Soledade;S;;
Paraíba;Sossêgo;S;;
Paraíba;Sousa;S;;
Paraíba;Sumé;S;;
Paraíba;Tacima (ex-Campo de Santana);T;;
Paraíba;Taperoá;T;;
Paraíba;Tavares;T;;
Paraíba;Teixeira;T;;
Paraíba;Tenório;T;;
Paraíba;Triunfo;T;;
Paraíba;Uiraúna;U;;
Paraíba;Umbuzeiro;U;;
Paraíba;Várzea;V;;
Paraíba;Vieirópolis;V;;
Paraíba;Vista Serrana;V;;
Paraíba;Zabelê;Z;;
Paraná;Abatiá;A;;
Paraná;Adrianópolis;A;;
Paraná;Agudos do Sul;A;;
Paraná;Almirante Tamandaré;A;;
Paraná;Altamira do Paraná;A;;
Paraná;Alto Paraíso;A;;
Paraná;Alto Paraná;A;;
Paraná;Alto Piquiri;A;;
Paraná;Altônia;A;;
Paraná;Alvorada do Sul;A;;
Paraná;Amaporã;A;;
Paraná;Ampére;A;;
Paraná;Anahy;A;;
Paraná;Andirá;A;;
Paraná;Ângulo;A;;
Paraná;Antonina;A;;
Paraná;Antônio Olinto;A;;
Paraná;Apucarana;A;;
Paraná;Arapongas;A;;
Paraná;Arapoti;A;;
Paraná;Arapuã;A;;
Paraná;Araruna;A;;
Paraná;Araucária;A;;
Paraná;Ariranha do Ivaí;A;;
Paraná;Assaí;A;;
Paraná;Assis Chateaubriand;A;;
Paraná;Astorga;A;;
Paraná;Atalaia;A;;
Paraná;Balsa Nova;B;;
Paraná;Bandeirantes;B;;
Paraná;Barbosa Ferraz;B;;
Paraná;Barra do Jacaré;B;;
Paraná;Barracão;B;;
Paraná;Bela Vista da Caroba;B;;
Paraná;Bela Vista do Paraíso;B;;
Paraná;Bituruna;B;;
Paraná;Boa Esperança;B;;
Paraná;Boa Esperança do Iguaçu;B;;
Paraná;Boa Ventura de São Roque;B;;
Paraná;Boa Vista da Aparecida;B;;
Paraná;Bocaiúva do Sul;B;;
Paraná;Bom Jesus do Sul;B;;
Paraná;Bom Sucesso;B;;
Paraná;Bom Sucesso do Sul;B;;
Paraná;Borrazópolis;B;;
Paraná;Braganey;B;;
Paraná;Brasilândia do Sul;B;;
Paraná;Cafeara;C;;
Paraná;Cafelândia;C;;
Paraná;Cafezal do Sul;C;;
Paraná;Califórnia;C;;
Paraná;Cambará;C;;
Paraná;Cambé;C;;
Paraná;Cambira;C;;
Paraná;Campina da Lagoa;C;;
Paraná;Campina do Simão;C;;
Paraná;Campina Grande do Sul;C;;
Paraná;Campo Bonito;C;;
Paraná;Campo do Tenente;C;;
Paraná;Campo Largo;C;;
Paraná;Campo Magro;C;;
Paraná;Campo Mourão;C;;
Paraná;Cândido de Abreu;C;;
Paraná;Candói;C;;
Paraná;Cantagalo;C;;
Paraná;Capanema;C;;
Paraná;Capitão Leônidas Marques;C;;
Paraná;Carambeí;C;;
Paraná;Carlópolis;C;;
Paraná;Cascavel;C;;
Paraná;Castro;C;;
Paraná;Catanduvas;C;;
Paraná;Centenário do Sul;C;;
Paraná;Cerro Azul;C;;
Paraná;Céu Azul;C;;
Paraná;Chopinzinho;C;;
Paraná;Cianorte;C;;
Paraná;Cidade Gaúcha;C;;
Paraná;Clevelândia;C;;
Paraná;Colombo;C;;
Paraná;Colorado;C;;
Paraná;Congonhinhas;C;;
Paraná;Conselheiro Mairinck;C;;
Paraná;Contenda;C;;
Paraná;Corbélia;C;;
Paraná;Cornélio Procópio;C;;
Paraná;Coronel Domingos Soares;C;;
Paraná;Coronel Vivida;C;;
Paraná;Corumbataí do Sul;C;;
Paraná;Cruz Machado;C;;
Paraná;Cruzeiro do Iguaçu;C;;
Paraná;Cruzeiro do Oeste;C;;
Paraná;Cruzeiro do Sul;C;;
Paraná;Cruzmaltina;C;;
Paraná;Curitiba;C;;
Paraná;Curiúva;C;;
Paraná;Diamante do Norte;D;;
Paraná;Diamante do Sul;D;;
Paraná;Diamante d'Oeste;D;;
Paraná;Dois Vizinhos;D;;
Paraná;Douradina;D;;
Paraná;Doutor Camargo;D;;
Paraná;Doutor Ulysses;D;;
Paraná;Enéas Marques;E;;
Paraná;Engenheiro Beltrão;E;;
Paraná;Entre Rios do Oeste;E;;
Paraná;Esperança Nova;E;;
Paraná;Espigão Alto do Iguaçu;E;;
Paraná;Farol;F;;
Paraná;Faxinal;F;;
Paraná;Fazenda Rio Grande;F;;
Paraná;Fênix;F;;
Paraná;Fernandes Pinheiro;F;;
Paraná;Figueira;F;;
Paraná;Flor da Serra do Sul;F;;
Paraná;Floraí;F;;
Paraná;Floresta;F;;
Paraná;Florestópolis;F;;
Paraná;Flórida;F;;
Paraná;Formosa do Oeste;F;;
Paraná;Foz do Iguaçu;F;;
Paraná;Foz do Jordão;F;;
Paraná;Francisco Alves;F;;
Paraná;Francisco Beltrão;F;;
Paraná;General Carneiro;G;;
Paraná;Godoy Moreira;G;;
Paraná;Goioerê;G;;
Paraná;Goioxim;G;;
Paraná;Grandes Rios;G;;
Paraná;Guaíra;G;;
Paraná;Guairaçá;G;;
Paraná;Guamiranga;G;;
Paraná;Guapirama;G;;
Paraná;Guaporema;G;;
Paraná;Guaraci;G;;
Paraná;Guaraniaçu;G;;
Paraná;Guarapuava;G;;
Paraná;Guaraqueçaba;G;;
Paraná;Guaratuba;G;;
Paraná;Honório Serpa;H;;
Paraná;Ibaiti;I;;
Paraná;Ibema;I;;
Paraná;Ibiporã;I;;
Paraná;Icaraíma;I;;
Paraná;Iguaraçu;I;;
Paraná;Iguatu;I;;
Paraná;Imbaú;I;;
Paraná;Imbituva;I;;
Paraná;Inácio Martins;I;;
Paraná;Inajá;I;;
Paraná;Indianópolis;I;;
Paraná;Ipiranga;I;;
Paraná;Iporã;I;;
Paraná;Iracema do Oeste;I;;
Paraná;Irati;I;;
Paraná;Iretama;I;;
Paraná;Itaguajé;I;;
Paraná;Itaipulândia;I;;
Paraná;Itambaracá;I;;
Paraná;Itambé;I;;
Paraná;Itapejara d'Oeste;I;;
Paraná;Itaperuçu;I;;
Paraná;Itaúna do Sul;I;;
Paraná;Ivaí;I;;
Paraná;Ivaiporã;I;;
Paraná;Ivaté;I;;
Paraná;Ivatuba;I;;
Paraná;Jaboti;J;;
Paraná;Jacarezinho;J;;
Paraná;Jaguapitã;J;;
Paraná;Jaguariaíva;J;;
Paraná;Jandaia do Sul;J;;
Paraná;Janiópolis;J;;
Paraná;Japira;J;;
Paraná;Japurá;J;;
Paraná;Jardim Alegre;J;;
Paraná;Jardim Olinda;J;;
Paraná;Jataizinho;J;;
Paraná;Jesuítas;J;;
Paraná;Joaquim Távora;J;;
Paraná;Jundiaí do Sul;J;;
Paraná;Juranda;J;;
Paraná;Jussara;J;;
Paraná;Kaloré;K;;
Paraná;Lapa;L;;
Paraná;Laranjal;L;;
Paraná;Laranjeiras do Sul;L;;
Paraná;Leópolis;L;;
Paraná;Lidianópolis;L;;
Paraná;Lindoeste;L;;
Paraná;Loanda;L;;
Paraná;Lobato;L;;
Paraná;Londrina;L;;
Paraná;Luiziana;L;;
Paraná;Lunardelli;L;;
Paraná;Lupionópolis;L;;
Paraná;Mallet;M;;
Paraná;Mamborê;M;;
Paraná;Mandaguaçu;M;;
Paraná;Mandaguari;M;;
Paraná;Mandirituba;M;;
Paraná;Manfrinópolis;M;;
Paraná;Mangueirinha;M;;
Paraná;Manoel Ribas;M;;
Paraná;Marechal Cândido Rondon;M;;
Paraná;Maria Helena;M;;
Paraná;Marialva;M;;
Paraná;Marilândia do Sul;M;;
Paraná;Marilena;M;;
Paraná;Mariluz;M;;
Paraná;Maringá;M;;
Paraná;Mariópolis;M;;
Paraná;Maripá;M;;
Paraná;Marmeleiro;M;;
Paraná;Marquinho;M;;
Paraná;Marumbi;M;;
Paraná;Matelândia;M;;
Paraná;Matinhos;M;;
Paraná;Mato Rico;M;;
Paraná;Mauá da Serra;M;;
Paraná;Medianeira;M;;
Paraná;Mercedes;M;;
Paraná;Mirador;M;;
Paraná;Miraselva;M;;
Paraná;Missal;M;;
Paraná;Moreira Sales;M;;
Paraná;Morretes;M;;
Paraná;Munhoz de Mello;M;;
Paraná;Nossa Senhora das Graças;N;;
Paraná;Nova Aliança do Ivaí;N;;
Paraná;Nova América da Colina;N;;
Paraná;Nova Aurora;N;;
Paraná;Nova Cantu;N;;
Paraná;Nova Esperança do Sudoeste;N;;
Paraná;Nova Esperança;N;;
Paraná;Nova Fátima;N;;
Paraná;Nova Laranjeiras;N;;
Paraná;Nova Londrina;N;;
Paraná;Nova Olímpia;N;;
Paraná;Nova Prata do Iguaçu;N;;
Paraná;Nova Santa Bárbara;N;;
Paraná;Nova Santa Rosa;N;;
Paraná;Nova Tebas;N;;
Paraná;Novo Itacolomi;N;;
Paraná;Ortigueira;O;;
Paraná;Ourizona;O;;
Paraná;Ouro Verde do Oeste;O;;
Paraná;Paiçandu;P;;
Paraná;Palmas;P;;
Paraná;Palmeira;P;;
Paraná;Palmital;P;;
Paraná;Palotina;P;;
Paraná;Paraíso do Norte;P;;
Paraná;Paranacity;P;;
Paraná;Paranaguá;P;;
Paraná;Paranapoema;P;;
Paraná;Paranavaí;P;;
Paraná;Pato Bragado;P;;
Paraná;Pato Branco;P;;
Paraná;Paula Freitas;P;;
Paraná;Paulo Frontin;P;;
Paraná;Peabiru;P;;
Paraná;Perobal;P;;
Paraná;Pérola;P;;
Paraná;Pérola d'Oeste;P;;
Paraná;Piên;P;;
Paraná;Pinhais;P;;
Paraná;Pinhal de São Bento;P;;
Paraná;Pinhalão;P;;
Paraná;Pinhão;P;;
Paraná;Piraí do Sul;P;;
Paraná;Piraquara;P;;
Paraná;Pitanga;P;;
Paraná;Pitangueiras;P;;
Paraná;Planaltina do Paraná;P;;
Paraná;Planalto;P;;
Paraná;Ponta Grossa;P;;
Paraná;Pontal do Paraná;P;;
Paraná;Porecatu;P;;
Paraná;Porto Amazonas;P;;
Paraná;Porto Barreiro;P;;
Paraná;Porto Rico;P;;
Paraná;Porto Vitória;P;;
Paraná;Prado Ferreira;P;;
Paraná;Pranchita;P;;
Paraná;Presidente Castelo Branco;P;;
Paraná;Primeiro de Maio;P;;
Paraná;Prudentópolis;P;;
Paraná;Quarto Centenário;Q;;
Paraná;Quatiguá;Q;;
Paraná;Quatro Barras;Q;;
Paraná;Quatro Pontes;Q;;
Paraná;Quedas do Iguaçu;Q;;
Paraná;Querência do Norte;Q;;
Paraná;Quinta do Sol;Q;;
Paraná;Quitandinha;Q;;
Paraná;Ramilândia;R;;
Paraná;Rancho Alegre;R;;
Paraná;Rancho Alegre d'Oeste;R;;
Paraná;Realeza;R;;
