ESTADO ;CIDADE;Letra;;
Espírito Santo;Itapemirim;I;;
Espírito Santo;Itarana;I;;
Espírito Santo;Iúna;I;;
Espírito Santo;Jaguaré;J;;
Espírito Santo;Jerônimo Monteiro;J;;
Espírito Santo;João Neiva;J;;
Espírito Santo;Laranja da Terra;L;;
Espírito Santo;Linhares;L;;
Espírito Santo;Mantenópolis;M;;
Espírito Santo;Marataízes;M;;
Espírito Santo;Marechal Floriano;M;;
Espírito Santo;Marilândia;M;;
Espírito Santo;Mimoso do Sul;M;;
Espírito Santo;Montanha;M;;
Espírito Santo;Mucurici;M;;
Espírito Santo;Muniz Freire;M;;
Espírito Santo;Muqui;M;;
Espírito Santo;Nova Venécia;N;;
Espírito Santo;Pancas;P;;
Espírito Santo;Pedro Canário;P;;
Espírito Santo;Pinheiros;P;;
Espírito Santo;Piúma;P;;
Espírito Santo;Ponto Belo;P;;
Espírito Santo;Presidente Kennedy;P;;
Espírito Santo;Rio Bananal;R;;
Espírito Santo;Rio Novo do Sul;R;;
Espírito Santo;Santa Leopoldina;S;;
Espírito Santo;Santa Maria de Jetibá;S;;
Espírito Santo;Santa Teresa;S;;
Espírito Santo;São Domingos do Norte;S;;
Espírito Santo;São Gabriel da Palha;S;;
Espírito Santo;São José do Calçado;S;;
Espírito Santo;São Mateus;S;;
Espírito Santo;São Roque do Canaã;S;;
Espírito Santo;Serra;S;;
Espírito Santo;Sooretama;S;;
Espírito Santo;Vargem Alta;V;;
Espírito Santo;Venda Nova do Imigrante;V;;
Espírito Santo;Viana;V;;
Espírito Santo;Vila Pavão;V;;
Espírito Santo;Vila Valério;V;;
Espírito Santo;Vila Velha;V;;
Espírito Santo;Vitória;V;;
Goiás;Goiânia;G;;
Goiás;Aparecida de Goiânia;A;;
Goiás;Anápolis;A;;
Goiás;Rio Verde;R;;
Goiás;Águas Lindas de Goiás;A;;
Goiás;Luziânia;L;;
Goiás;Valparaíso de Goiás;V;;
Goiás;Trindade;T;;
Goiás;Formosa;F;;
Goiás;Senador Canedo;S;;
Goiás;Novo Gama;N;;
Goiás;Catalão;C;;
Goiás;Itumbiara;I;;
Goiás;Jataí;J;;
Goiás;Caldas Novas;C;;
Goiás;Planaltina;P;;
Goiás;Santo Antônio do Descoberto;S;;
Goiás;Cidade Ocidental;C;;
Goiás;Goianésia;G;;
Goiás;Mineiros;M;;
Goiás;Cristalina;C;;
Goiás;Inhumas;I;;
Goiás;Jaraguá;J;;
Goiás;Quirinópolis;Q;;
Goiás;Niquelândia;N;;
Goiás;Morrinhos;M;;
Goiás;Goianira;G;;
Goiás;Porangatu;P;;
Goiás;Itaberaí;I;;
Goiás;Uruaçu;U;;
Goiás;Santa Helena de Goiás;S;;
Goiás;Posse;P;;
Goiás;Padre Bernardo;P;;
Goiás;São Luís de Montes Belos;S;;
Goiás;Goiatuba;G;;
Goiás;Pires do Rio;P;;
Goiás;Iporá;I;;
Goiás;Bela Vista de Goiás;B;;
Goiás;Nerópolis;N;;
Goiás;Palmeiras de Goiás;P;;
Goiás;Minaçu;M;;
Goiás;Alexânia;A;;
Goiás;Ipameri;I;;
Goiás;Bom Jesus de Goiás;B;;
Goiás;Itapuranga;I;;
Goiás;Pirenópolis;P;;
Goiás;Piracanjuba;P;;
Goiás;Itapaci;I;;
Goiás;Acreúna;A;;
Goiás;Hidrolândia;H;;
Goiás;Ceres;C;;
Goiás;Goiás;G;;
Goiás;Anicuns;A;;
Goiás;São Miguel do Araguaia;S;;
Goiás;São Simão;S;;
Goiás;Silvânia;S;;
Goiás;Abadiânia;A;;
Goiás;Cocalzinho de Goiás;C;;
Goiás;Aragarças;A;;
Goiás;Campos Belos;C;;
Goiás;Rubiataba;R;;
Goiás;Caiapônia;C;;
Goiás;Jussara;J;;
Goiás;Pontalina;P;;
Goiás;Flores de Goiás;F;;
Goiás;Crixás;C;;
Goiás;Caçu;C;;
Goiás;Mozarlândia;M;;
Goiás;Indiara;I;;
Goiás;Orizona;O;;
Goiás;Maurilândia;M;;
Goiás;São João dAliança;S;;
Goiás;Iaciara;I;;
Goiás;Guapó;G;;
Goiás;Vianópolis;V;;
Goiás;Montividiu;M;;
Goiás;Uruana;U;;
Goiás;Firminópolis;F;;
Goiás;São Domingos;S;;
Goiás;Nova Crixás;N;;
Goiás;Campinorte;C;;
Goiás;Cachoeira Alta;C;;
Goiás;Edéia;E;;
Goiás;Barro Alto;B;;
Goiás;Corumbá de Goiás;C;;
Goiás;Goianápolis;G;;
Goiás;Paraúna;P;;
Goiás;Rialma;R;;
Goiás;Chapadão do Céu;C;;
Goiás;Aragoiânia;A;;
Goiás;Aruanã;A;;
Goiás;Carmo do Rio Verde;C;;
Goiás;Petrolina de Goiás;P;;
Goiás;Paranaiguara;P;;
Goiás;Nova Veneza;N;;
Goiás;Piranhas;P;;
Goiás;Bonfinópolis;B;;
Goiás;Corumbaíba;C;;
Goiás;Cavalcante;C;;
Goiás;Buriti Alegre;B;;
Goiás;Nazário;N;;
Goiás;Mambaí;M;;
Goiás;Mara Rosa;M;;
Goiás;Abadia de Goiás;A;;
Goiás;Santa Rita do Araguaia;S;;
Goiás;Vicentinópolis;V;;
Goiás;Itauçu;I;;
Goiás;Bom Jardim de Goiás;B;;
Goiás;Cezarina;C;;
Goiás;Monte Alegre de Goiás;M;;
Goiás;Alvorada do Norte;A;;
Goiás;Serranópolis;S;;
Goiás;Santa Terezinha de Goiás;S;;
Goiás;Terezópolis de Goiás;T;;
Goiás;Cabeceiras;C;;
Goiás;Campo Limpo de Goiás;C;;
Goiás;Nova Glória;N;;
Goiás;Montes Claros de Goiás;M;;
Goiás;Cachoeira Dourada;C;;
Goiás;Campo Alegre de Goiás;C;;
Goiás;Araguapaz;A;;
Goiás;Alto Paraíso de Goiás;A;;
Goiás;Leopoldo de Bulhões;L;;
Goiás;Sanclerlândia;S;;
Goiás;Joviânia;J;;
Goiás;Itarumã;I;;
Goiás;Doverlândia;D;;
Goiás;Ouvidor;O;;
Goiás;Simolândia;S;;
Goiás;Alto Horizonte;A;;
Goiás;Santa Bárbara de Goiás;S;;
Goiás;Santo Antônio de Goiás;S;;
Goiás;Faina;F;;
Goiás;Vila Boa;V;;
Goiás;Inaciolândia;I;;
Goiás;São Francisco de Goiás;S;;
Goiás;Americano do Brasil;A;;
Goiás;Gouvelândia;G;;
Goiás;Jandaia;J;;
Goiás;Vila Propício;V;;
Goiás;Água Fria de Goiás;A;;
Goiás;Britânia;B;;
Goiás;Goiandira;G;;
Goiás;Santa Fé de Goiás;S;;
Goiás;Fazenda Nova;F;;
Goiás;Turvelândia;T;;
Goiás;Baliza;B;;
Goiás;São Luíz do Norte;S;;
Goiás;Itaguaru;I;;
Goiás;Caturaí;C;;
Goiás;Santo Antônio da Barra;S;;
Goiás;Rianápolis;R;;
Goiás;Rio Quente;R;;
Goiás;Divinópolis de Goiás;D;;
Goiás;Itaguari;I;;
Goiás;Novo Planalto;N;;
Goiás;Bonópolis;B;;
Goiás;Mundo Novo;M;;
Goiás;Montividiu do Norte;M;;
Goiás;Turvânia;T;;
Goiás;Itajá;I;;
Goiás;Itapirapuã;I;;
Goiás;Matrinchã;M;;
Goiás;Aporé;A;;
Goiás;Mossâmedes;M;;
Goiás;São Miguel do Passa Quatro;S;;
Goiás;Formoso;F;;
Goiás;Portelândia;P;;
Goiás;Porteirão;P;;
Goiás;Gameleira de Goiás;G;;
Goiás;Caldazinha;C;;
Goiás;Amaralina;A;;
Goiás;Varjão;V;;
Goiás;Santa Isabel;S;;
Goiás;Brazabrantes;B;;
Goiás;Guarani de Goiás;G;;
Goiás;Mutunópolis;M;;
Goiás;Heitoraí;H;;
Goiás;Ouro Verde de Goiás;O;;
Goiás;Edealina;E;;
Goiás;Campestre de Goiás;C;;
Goiás;Campinaçu;C;;
Goiás;Palminópolis;P;;
Goiás;Teresina de Goiás;T;;
Goiás;Taquaral de Goiás;T;;
Goiás;Trombas;T;;
Goiás;Palestina de Goiás;P;;
Goiás;Cromínia;C;;
Goiás;Araçu;A;;
Goiás;Hidrolina;H;;
Goiás;Castelândia;C;;
Goiás;Santa Rita do Novo Destino;S;;
Goiás;Colinas do Sul;C;;
Goiás;Damianópolis;D;;
Goiás;Buritinópolis;B;;
Goiás;Estrela do Norte;E;;
Goiás;Professor Jamil;P;;
Goiás;Nova Roma;N;;
Goiás;Santa Tereza de Goiás;S;;
Goiás;Perolândia;P;;
Goiás;Urutaí;U;;
Goiás;Sítio dAbadia;S;;
Goiás;Amorinópolis;A;;
Goiás;Aurilândia;A;;
Goiás;Cristianópolis;C;;
Goiás;Damolândia;D;;
Goiás;Nova Iguaçu de Goiás;N;;
Goiás;Ipiranga de Goiás;I;;
Goiás;Jaupaci;J;;
Goiás;Três Ranchos;T;;
Goiás;Uirapuru;U;;
Goiás;Cumari;C;;
Goiás;Santa Cruz de Goiás;S;;
Goiás;Novo Brasil;N;;
Goiás;Israelândia;I;;
Goiás;Panamá;P;;
Goiás;Mimoso de Goiás;M;;
Goiás;Adelândia;A;;
Goiás;Jesúpolis;J;;
Goiás;Diorama;D;;
Goiás;Aparecida do Rio Doce;A;;
Goiás;Buriti de Goiás;B;;
Goiás;Arenópolis;A;;
Goiás;Avelinópolis;A;;
Goiás;Palmelo;P;;
Goiás;Nova América;N;;
Goiás;Mairipotaba;M;;
Goiás;Ivolândia;I;;
Goiás;Marzagão;M;;
Goiás;Córrego do Ouro;C;;
Goiás;Nova Aurora;N;;
Goiás;Morro Agudo de Goiás;M;;
Goiás;Santa Rosa de Goiás;S;;
Goiás;Pilar de Goiás;P;;
Goiás;Davinópolis;D;;
Goiás;São Patrício;S;;
Goiás;Aloândia;A;;
Goiás;Guaraíta;G;;
Goiás;Água Limpa;A;;
Goiás;Guarinos;G;;
Goiás;Lagoa Santa;L;;
Goiás;Campos Verdes;C;;
Goiás;Moiporá;M;;
Goiás;Cachoeira de Goiás;C;;
Goiás;São João da Paraúna;S;;
Goiás;Anhanguera;A;;
Maranhão;Açailândia;A;;
Maranhão;Afonso Cunha;A;;
Maranhão;Água Doce do Maranhão;A;;
Maranhão;Alcântara;A;;
Maranhão;Aldeias Altas;A;;
Maranhão;Altamira do Maranhão;A;;
Maranhão;Alto Alegre do Maranhão;A;;
Maranhão;Alto Alegre do Pindaré;A;;
Maranhão;Alto Parnaíba;A;;
Maranhão;Amapá do Maranhão;A;;
Maranhão;Amarante do Maranhão;A;;
Maranhão;Anajatuba;A;;
Maranhão;Anapurus;A;;
Maranhão;Apicum-Açu;A;;
Maranhão;Araguanã;A;;
Maranhão;Araioses;A;;
Maranhão;Arame;A;;
Maranhão;Arari;A;;
Maranhão;Axixá;A;;
Maranhão;Bacabal;B;;
Maranhão;Bacabeira;B;;
Maranhão;Bacuri;B;;
Maranhão;Bacurituba;B;;
Maranhão;Balsas;B;;
Maranhão;Barão de Grajaú;B;;
Maranhão;Barra do Corda;B;;
Maranhão;Barreirinhas;B;;
Maranhão;Bela Vista do Maranhão;B;;
Maranhão;Belágua;B;;
Maranhão;Benedito Leite;B;;
Maranhão;Bequimão;B;;
Maranhão;Bernardo do Mearim;B;;
Maranhão;Boa Vista do Gurupi;B;;
Maranhão;Bom Jardim;B;;
Maranhão;Bom Jesus das Selvas;B;;
Maranhão;Bom Lugar;B;;
Maranhão;Brejo;B;;
Maranhão;Brejo de Areia;B;;
Maranhão;Buriti;B;;
Maranhão;Buriti Bravo;B;;
Maranhão;Buriticupu;B;;
Maranhão;Buritirana;B;;
Maranhão;Cachoeira Grande;C;;
Maranhão;Cajapió;C;;
Maranhão;Cajari;C;;
Maranhão;Campestre do Maranhão;C;;
Maranhão;Cândido Mendes;C;;
Maranhão;Cantanhede;C;;
Maranhão;Capinzal do Norte;C;;
Maranhão;Carolina;C;;
Maranhão;Carutapera;C;;
Maranhão;Caxias;C;;
Maranhão;Cedral;C;;
Maranhão;Central do Maranhão;C;;
Maranhão;Centro do Guilherme;C;;
Maranhão;Centro Novo do Maranhão;C;;
Maranhão;Chapadinha;C;;
Maranhão;Cidelândia;C;;
Maranhão;Codó;C;;
Maranhão;Coelho Neto;C;;
Maranhão;Colinas;C;;
Maranhão;Conceição do Lago Açu;C;;
Maranhão;Coroatá;C;;
Maranhão;Cururupu;C;;
Maranhão;Davinópolis;D;;
Maranhão;Dom Pedro;D;;
Maranhão;Duque Bacelar;D;;
Maranhão;Esperantinópolis;E;;
Maranhão;Estreito;E;;
Maranhão;Feira Nova do Maranhão;F;;
Maranhão;Fernando Falcão;F;;
Maranhão;Formosa da Serra Negra;F;;
Maranhão;Fortaleza dos Nogueiras;F;;
Maranhão;Fortuna;F;;
Maranhão;Godofredo Viana;G;;
Maranhão;Gonçalves Dias;G;;
Maranhão;Governador Archer;G;;
Maranhão;Governador Edison Lobão;G;;
Maranhão;Governador Eugênio Barros;G;;
Maranhão;Governador Luiz Rocha;G;;
Maranhão;Governador Newton Bello;G;;
Maranhão;Governador Nunes Freire;G;;
Maranhão;Graça Aranha;G;;
Maranhão;Grajaú;G;;
Maranhão;Guimarães;G;;
Maranhão;Humberto de Campos;H;;
Maranhão;Icatu;I;;
Maranhão;Igarapé do Meio;I;;
Maranhão;Igarapé Grande;I;;
Maranhão;Imperatriz;I;;
Maranhão;Itaipava do Grajaú;I;;
Maranhão;Itapecuru-Mirim;I;;
Maranhão;Itinga do Maranhão;I;;
Maranhão;Jatobá;J;;
Maranhão;Jenipapo dos Vieiras;J;;
Maranhão;João Lisboa;J;;
Maranhão;Joselândia;J;;
Maranhão;Junco do Maranhão;J;;
Maranhão;Lago da Pedra;L;;
Maranhão;Lago do Junco;L;;
Maranhão;Lago dos Rodrigues;L;;
Maranhão;Lago Verde;L;;
Maranhão;Lagoa do Mato;L;;
Maranhão;Lagoa Grande do Maranhão;L;;
Maranhão;Lajeado Novo;L;;
Maranhão;Lima Campos;L;;
Maranhão;Loreto;L;;
Maranhão;Luís Domingues;L;;
Maranhão;Magalhães de Almeida;M;;
Maranhão;Maracaçumé;M;;
Maranhão;Marajá do Sena;M;;
Maranhão;Maranhãozinho;M;;
Maranhão;Mata Roma;M;;
Maranhão;Matinha;M;;
Maranhão;Matões;M;;
Maranhão;Matões do Norte;M;;
Maranhão;Milagres do Maranhão;M;;
Maranhão;Mirador;M;;
Maranhão;Miranda do Norte;M;;
Maranhão;Mirinzal;M;;
Maranhão;Monção;M;;
Maranhão;Montes Altos;M;;
Maranhão;Morros;M;;
Maranhão;Nina Rodrigues;N;;
Maranhão;Nova Colinas;N;;
Maranhão;Nova Iorque;N;;
Maranhão;Nova Olinda do Maranhão;N;;
Maranhão;Olho d'Água das Cunhãs;O;;
Maranhão;Olinda Nova do Maranhão;O;;
Maranhão;Paço do Lumiar;P;;
Maranhão;Palmeirândia;P;;
Maranhão;Paraibano;P;;
Maranhão;Parnarama;P;;
Maranhão;Passagem Franca;P;;
Maranhão;Pastos Bons;P;;
Maranhão;Paulino Neves;P;;
Maranhão;Paulo Ramos;P;;
Maranhão;Pedreiras;P;;
Maranhão;Pedro do Rosário;P;;
Maranhão;Penalva;P;;
Maranhão;Peri Mirim;P;;
Maranhão;Peritoró;P;;
Maranhão;Pindaré-Mirim;P;;
Maranhão;Pinheiro;P;;
Maranhão;Pio XII;P;;
Maranhão;Pirapemas;P;;
Maranhão;Poção de Pedras;P;;
Maranhão;Porto Franco;P;;
Maranhão;Porto Rico do Maranhão;P;;
Maranhão;Presidente Dutra;P;;
Maranhão;Presidente Juscelino;P;;
Maranhão;Presidente Médici;P;;
Maranhão;Presidente Sarney;P;;
Maranhão;Presidente Vargas;P;;
Maranhão;Primeira Cruz;P;;
Maranhão;Raposa;R;;
Maranhão;Riachão;R;;
Maranhão;Ribamar Fiquene;R;;
Maranhão;Rosário;R;;
Maranhão;Sambaíba;S;;
Maranhão;Santa Filomena do Maranhão;S;;
Maranhão;Santa Helena;S;;
Maranhão;Santa Inês;S;;
Maranhão;Santa Luzia;S;;
Maranhão;Santa Luzia do Paruá;S;;
Maranhão;Santa Quitéria do Maranhão;S;;
Maranhão;Santa Rita;S;;
Maranhão;Santana do Maranhão;S;;
Maranhão;Santo Amaro do Maranhão;S;;
Maranhão;Santo Antônio dos Lopes;S;;
Maranhão;São Benedito do Rio Preto;S;;
Maranhão;São Bento;S;;
Maranhão;São Bernardo;S;;
Maranhão;São Domingos do Azeitão;S;;
Maranhão;São Domingos do Maranhão;S;;
Maranhão;São Félix de Balsas;S;;
Maranhão;São Francisco do Brejão;S;;
Maranhão;São Francisco do Maranhão;S;;
Maranhão;São João Batista;S;;
Maranhão;São João do Caru;S;;
Maranhão;São João do Paraíso;S;;
Maranhão;São João do Soter;S;;
Maranhão;São João dos Patos;S;;
Maranhão;São José de Ribamar;S;;
Maranhão;São José dos Basílios;S;;
Maranhão;São Luís;S;;
Maranhão;São Luís Gonzaga do Maranhão;S;;
Maranhão;São Mateus do Maranhão;S;;
Maranhão;São Pedro da Água Branca;S;;
Maranhão;São Pedro dos Crentes;S;;
Maranhão;São Raimundo das Mangabeiras;S;;
Maranhão;São Raimundo do Doca Bezerra;S;;
Maranhão;São Roberto;S;;
Maranhão;São Vicente Ferrer;S;;
Maranhão;Satubinha;S;;
Maranhão;Senador Alexandre Costa;S;;
Maranhão;Senador La Rocque;S;;
Maranhão;Serrano do Maranhão;S;;
Maranhão;Sítio Novo;S;;
Maranhão;Sucupira do Norte;S;;
Maranhão;Sucupira do Riachão;S;;
Maranhão;Tasso Fragoso;T;;
Maranhão;Timbiras;T;;
Maranhão;Timon;T;;
Maranhão;Trizidela do Vale;T;;
Maranhão;Tufilândia;T;;
Maranhão;Tuntum;T;;
Maranhão;Turiaçu;T;;
Maranhão;Turilândia;T;;
Maranhão;Tutóia;T;;
Maranhão;Urbano Santos;U;;
Maranhão;Vargem Grande;V;;
Maranhão;Viana;V;;
Maranhão;Vila Nova dos Martírios;V;;
Maranhão;Vitória do Mearim;V;;
Maranhão;Vitorino Freire;V;;
Maranhão;Zé Doca;Z;;
Mato Grosso;Acorizal;A;;
Mato Grosso;Água Boa;A;;
Mato Grosso;Alta Floresta;A;;
Mato Grosso;Alto Araguaia;A;;
Mato Grosso;Alto Boa Vista;A;;
Mato Grosso;Alto Garças;A;;
Mato Grosso;Alto Paraguai;A;;
Mato Grosso;Alto Taquari;A;;
Mato Grosso;Apiacás;A;;
Mato Grosso;Araguaiana;A;;
Mato Grosso;Araguainha;A;;
Mato Grosso;Araputanga;A;;
Mato Grosso;Arenápolis;A;;
Mato Grosso;Aripuanã;A;;
Mato Grosso;Barão de Melgaço;B;;
Mato Grosso;Barra do Bugres;B;;
Mato Grosso;Barra do Garças;B;;
Mato Grosso;Bom Jesus do Araguaia;B;;
Mato Grosso;Brasnorte;B;;
Mato Grosso;Cáceres;C;;
Mato Grosso;Campinápolis;C;;
Mato Grosso;Campo Novo do Parecis;C;;
Mato Grosso;Campo Verde;C;;
Mato Grosso;Campos de Júlio;C;;
Mato Grosso;Canabrava do Norte;C;;
Mato Grosso;Canarana;C;;
Mato Grosso;Carlinda;C;;
Mato Grosso;Castanheira;C;;
Mato Grosso;Chapada dos Guimarães;C;;
Mato Grosso;Cláudia;C;;
Mato Grosso;Cocalinho;C;;
Mato Grosso;Colíder;C;;
Mato Grosso;Colniza;C;;
Mato Grosso;Comodoro;C;;
Mato Grosso;Confresa;C;;
Mato Grosso;Conquista d'Oeste;C;;
Mato Grosso;Cotriguaçu;C;;
Mato Grosso;Cuiabá;C;;
Mato Grosso;Curvelândia;C;;
Mato Grosso;Denise;D;;
Mato Grosso;Diamantino;D;;
Mato Grosso;Dom Aquino;D;;
Mato Grosso;Feliz Natal;F;;
Mato Grosso;Figueirópolis d'Oeste;F;;
Mato Grosso;Gaúcha do Norte;G;;
Mato Grosso;General Carneiro;G;;
Mato Grosso;Glória d'Oeste;G;;
Mato Grosso;Guarantã do Norte;G;;
Mato Grosso;Guiratinga;G;;
Mato Grosso;Indiavaí;I;;
Mato Grosso;Ipiranga do Norte;I;;
Mato Grosso;Itanhangá;I;;
Mato Grosso;Itaúba;I;;
Mato Grosso;Itiquira;I;;
Mato Grosso;Jaciara;J;;
Mato Grosso;Jangada;J;;
Mato Grosso;Jauru;J;;
Mato Grosso;Juara;J;;
Mato Grosso;Juína;J;;
Mato Grosso;Juruena;J;;
Mato Grosso;Juscimeira;J;;
Mato Grosso;Lambari d'Oeste;L;;
Mato Grosso;Lucas do Rio Verde;L;;
Mato Grosso;Luciara;L;;
Mato Grosso;Marcelândia;M;;
Mato Grosso;Matupá;M;;
Mato Grosso;Mirassol d'Oeste;M;;
Mato Grosso;Nobres;N;;
Mato Grosso;Nortelândia;N;;
Mato Grosso;Nossa Senhora do Livramento;N;;
Mato Grosso;Nova Bandeirantes;N;;
Mato Grosso;Nova Brasilândia;N;;
Mato Grosso;Nova Canaã do Norte;N;;
Mato Grosso;Nova Guarita;N;;
Mato Grosso;Nova Lacerda;N;;
Mato Grosso;Nova Marilândia;N;;
Mato Grosso;Nova Maringá;N;;
Mato Grosso;Nova Monte Verde;N;;
Mato Grosso;Nova Mutum;N;;
Mato Grosso;Nova Nazaré;N;;
Mato Grosso;Nova Olímpia;N;;
Mato Grosso;Nova Santa Helena;N;;
Mato Grosso;Nova Ubiratã;N;;
Mato Grosso;Nova Xavantina;N;;
Mato Grosso;Novo Horizonte do Norte;N;;
Mato Grosso;Novo Mundo;N;;
Mato Grosso;Novo Santo Antônio;N;;
Mato Grosso;Novo São Joaquim;N;;
Mato Grosso;Paranaíta;P;;
Mato Grosso;Paranatinga;P;;
Mato Grosso;Pedra Preta;P;;
Mato Grosso;Peixoto de Azevedo;P;;
Mato Grosso;Planalto da Serra;P;;
Mato Grosso;Poconé;P;;
Mato Grosso;Pontal do Araguaia;P;;
Mato Grosso;Ponte Branca;P;;
Mato Grosso;Pontes e Lacerda;P;;
Mato Grosso;Porto Alegre do Norte;P;;
Mato Grosso;Porto dos Gaúchos;P;;
Mato Grosso;Porto Esperidião;P;;
Mato Grosso;Porto Estrela;P;;
Mato Grosso;Poxoréu;P;;
Mato Grosso;Primavera do Leste;P;;
Mato Grosso;Querência;Q;;
Mato Grosso;Reserva do Cabaçal;R;;
Mato Grosso;Ribeirão Cascalheira;R;;
Mato Grosso;Ribeirãozinho;R;;
Mato Grosso;Rio Branco;R;;
Mato Grosso;Rondolândia;R;;
Mato Grosso;Rondonópolis;R;;
Mato Grosso;Rosário Oeste;R;;
Mato Grosso;Salto do Céu;S;;
Mato Grosso;Santa Carmem;S;;
Mato Grosso;Santa Cruz do Xingu;S;;
Mato Grosso;Santa Rita do Trivelato;S;;
Mato Grosso;Santa Terezinha;S;;
Mato Grosso;Santo Afonso;S;;
Mato Grosso;Santo Antônio do Leste;S;;
Mato Grosso;Santo Antônio de Leverger;S;;
Mato Grosso;São Félix do Araguaia;S;;
Mato Grosso;São José do Povo;S;;
Mato Grosso;São José do Rio Claro;S;;
Mato Grosso;São José do Xingu;S;;
Mato Grosso;São José dos Quatro Marcos;S;;
Mato Grosso;São Pedro da Cipa;S;;
Mato Grosso;Sapezal;S;;
Mato Grosso;Serra Nova Dourada;S;;
Mato Grosso;Sinop;S;;
Mato Grosso;Sorriso;S;;
Mato Grosso;Tabaporã;T;;
Mato Grosso;Tangará da Serra;T;;
Mato Grosso;Tapurah;T;;
Mato Grosso;Terra Nova do Norte;T;;
Mato Grosso;Tesouro;T;;
Mato Grosso;Torixoréu;T;;
Mato Grosso;União do Sul;U;;
Mato Grosso;Vale de São Domingos;V;;
Mato Grosso;Várzea Grande;V;;
Mato Grosso;Vera;V;;
Mato Grosso;Vila Bela da Santíssima Trindade;V;;
Mato Grosso;Vila Rica;V;;
Mato Grosso do Sul;Água Clara;A;;
Mato Grosso do Sul;Alcinópolis;A;;
Mato Grosso do Sul;Amambai;A;;
Mato Grosso do Sul;Anastácio;A;;
Mato Grosso do Sul;Anaurilândia;A;;
Mato Grosso do Sul;Angélica;A;;
Mato Grosso do Sul;Antônio João;A;;
Mato Grosso do Sul;Aparecida do Taboado;A;;
Mato Grosso do Sul;Aquidauana;A;;
Mato Grosso do Sul;Aral Moreira;A;;
Mato Grosso do Sul;Bandeirantes;B;;
Mato Grosso do Sul;Bataguassu;B;;
Mato Grosso do Sul;Batayporã;B;;
Mato Grosso do Sul;Bela Vista;B;;
Mato Grosso do Sul;Bodoquena;B;;
Mato Grosso do Sul;Bonito;B;;
Mato Grosso do Sul;Brasilândia;B;;
Mato Grosso do Sul;Caarapó;C;;
Mato Grosso do Sul;Camapuã;C;;
Mato Grosso do Sul;Campo Grande;C;;
Mato Grosso do Sul;Caracol;C;;
Mato Grosso do Sul;Cassilândia;C;;
Mato Grosso do Sul;Chapadão do Sul;C;;
Mato Grosso do Sul;Corguinho;C;;
Mato Grosso do Sul;Coronel Sapucaia;C;;
Mato Grosso do Sul;Corumbá;C;;
Mato Grosso do Sul;Costa Rica;C;;
Mato Grosso do Sul;Coxim;C;;
Mato Grosso do Sul;Deodápolis;D;;
Mato Grosso do Sul;Dois Irmãos do Buriti;D;;
Mato Grosso do Sul;Douradina;D;;
Mato Grosso do Sul;Dourados;D;;
Mato Grosso do Sul;Eldorado;E;;
Mato Grosso do Sul;Fátima do Sul;F;;
Mato Grosso do Sul;Figueirão;F;;
Mato Grosso do Sul;Glória de Dourados;G;;
Mato Grosso do Sul;Guia Lopes da Laguna;G;;
Mato Grosso do Sul;Iguatemi;I;;
Mato Grosso do Sul;Inocência;I;;
Mato Grosso do Sul;Itaporã;I;;
Mato Grosso do Sul;Itaquiraí;I;;
Mato Grosso do Sul;Ivinhema;I;;
Mato Grosso do Sul;Japorã;J;;
Mato Grosso do Sul;Jaraguari;J;;
Mato Grosso do Sul;Jardim;J;;
Mato Grosso do Sul;Jateí;J;;
Mato Grosso do Sul;Juti;J;;
Mato Grosso do Sul;Ladário;L;;
Mato Grosso do Sul;Laguna Carapã;L;;
Mato Grosso do Sul;Maracaju;M;;
Mato Grosso do Sul;Miranda;M;;
Mato Grosso do Sul;Mundo Novo;M;;
Mato Grosso do Sul;Naviraí;N;;
Mato Grosso do Sul;Nioaque;N;;
Mato Grosso do Sul;Nova Alvorada do Sul;N;;
Mato Grosso do Sul;Nova Andradina;N;;
Mato Grosso do Sul;Novo Horizonte do Sul;N;;
Mato Grosso do Sul;Paraíso das Águas;P;;
Mato Grosso do Sul;Paranaíba;P;;
Mato Grosso do Sul;Paranhos;P;;
Mato Grosso do Sul;Pedro Gomes;P;;
Mato Grosso do Sul;Ponta Porã;P;;
Mato Grosso do Sul;Porto Murtinho;P;;
Mato Grosso do Sul;Ribas do Rio Pardo;R;;
Mato Grosso do Sul;Rio Brilhante;R;;
Mato Grosso do Sul;Rio Negro;R;;
Mato Grosso do Sul;Rio Verde;R;;
Mato Grosso do Sul;Rochedo;R;;
Mato Grosso do Sul;Santa Rita do Pardo;S;;
Mato Grosso do Sul;São Gabriel do Oeste;S;;
Mato Grosso do Sul;Selvíria;S;;
Mato Grosso do Sul;Sete Quedas;S;;
Mato Grosso do Sul;Sidrolândia;S;;
Mato Grosso do Sul;Sonora;S;;
Mato Grosso do Sul;Tacuru;T;;
Mato Grosso do Sul;Taquarussu;T;;
Mato Grosso do Sul;Terenos;T;;
Mato Grosso do Sul;Três Lagoas;T;;
Mato Grosso do Sul;Vicentina;V;;
Minas Gerais;Abadia dos Dourados;A;;
Minas Gerais;Abaeté;A;;
Minas Gerais;Abre Campo;A;;
Minas Gerais;Acaiaca;A;;
Minas Gerais;Açucena;A;;
Minas Gerais;Água Boa;A;;
Minas Gerais;Água Comprida;A;;
Minas Gerais;Aguanil;A;;
Minas Gerais;Águas Formosas;A;;
Minas Gerais;Águas Vermelhas;A;;
